id,year,goes_trick_or_treating,gender,age,country,Q6 | 100 Grand Bar,Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes),Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,Q6 | Chick-o-Sticks (we don’t know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | Hershey’s Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&M’s,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Reese’s Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Twix,"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein",Q6 | Whatchamacallit Bars,Q6 | York Peppermint Patties
20170032,2017,No,Male,35,USA,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY
20170033,2017,Yes,Male,50,USA,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20170034,2017,No,Female,33,Usa,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY
20170035,2017,No,Male,47,USA,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY
20170036,2017,No,Male,16,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170037,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170038,2017,No,Male,52,United States,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY
20170039,2017,No,Male,33,Usa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170040,2017,No,Male,63,United States,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20170041,2017,No,Male,34,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170042,2017,No,Female,48,United staes,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,NA,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,NA,DESPAIR,MEH,DESPAIR,NA,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH
20170043,2017,No,Male,52,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170044,2017,No,Male,52,United Kingdom,NA,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR
20170045,2017,NA,Male,65,US,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,NA,DESPAIR,JOY,MEH,MEH,MEH,MEH,NA,NA,MEH,NA,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,NA,MEH,NA,NA,JOY,NA,NA,MEH,MEH,JOY,MEH,JOY,NA,NA,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,NA,DESPAIR,MEH,DESPAIR,JOY,JOY,NA,JOY,DESPAIR,MEH,NA,JOY,NA,JOY,MEH,JOY,NA,NA,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,NA,JOY
20170046,2017,No,Female,45,usa,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170047,2017,No,Male,41,USA,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY
20170048,2017,No,Male,27,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170049,2017,No,Female,47,Usa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170050,2017,No,Male,47,United States,JOY,DESPAIR,JOY,NA,NA,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,NA,NA,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,NA,JOY,NA,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,NA,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,NA,NA,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,NA,JOY,JOY,JOY,NA,JOY,JOY,JOY,JOY,DESPAIR,NA,NA,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20170051,2017,No,Male,44,United States of America,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20170052,2017,No,Male,49,United States,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,NA
20170053,2017,NA,Male,31,United States,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY
20170054,2017,No,Male,59,US,DESPAIR,DESPAIR,MEH,NA,NA,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,NA,NA,JOY,DESPAIR,MEH,JOY,DESPAIR,NA,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,NA,DESPAIR,DESPAIR,NA,MEH,MEH,JOY,JOY,DESPAIR,NA,JOY,DESPAIR,NA,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,NA,NA,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,NA,MEH,JOY,JOY,NA,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,NA,MEH,DESPAIR,JOY,NA,DESPAIR,MEH,DESPAIR,DESPAIR
20170055,2017,No,Female,50,United States,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY
20170056,2017,Yes,Male,34,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170057,2017,No,Male,34,USA,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH
20170058,2017,No,Male,61,usa,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR
20170059,2017,No,Female,44,Canada,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY
20170060,2017,No,Male,46,UAE,MEH,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,NA,MEH,MEH,DESPAIR,MEH,MEH
20170061,2017,No,Male,54,USA,JOY,NA,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY
20170062,2017,No,Male,56,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170063,2017,No,Male,43,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170064,2017,NA,Male,41,USA,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY
20170065,2017,No,Female,46,USA,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR
